,reliable_sensor1,reliable_sensor2,reliable_sensor3,reliable_sensor4,unreliable_sensor1,unreliable_sensor2,unreliable_sensor3,unreliable_sensor4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,time,electricity_price,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,c1,c2,c3,c4,o1,outside
1111,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('r5', 0)","('r18', 0)",0,1,0,0,12:38:00,0.9039207968,0,0,0,0,0,0,5,0,0,3,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0
1112,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('r5', 0)","('c3', 2)",0,0,0,0,12:38:15,0.9039207968,0,0,0,0,0,0,5,0,0,3,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0
1113,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r6', 0)","('c3', 0)",0,0,0,0,12:38:30,0.9223681600000001,0,0,0,0,0,0,5,0,0,4,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1114,no motion,no motion,no motion,motion,no motion,motion,no motion,motion,"('c3', 0)","('r21', 1)",0,0,0,0,12:38:45,0.9411920000000001,0,0,0,0,0,0,5,0,0,4,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1115,no motion,no motion,no motion,no motion,motion,no motion,no motion,motion,"('c3', 0)","('c3', 0)",0,0,0,0,12:39:00,0.9223681600000001,0,0,0,0,0,0,5,0,0,4,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0
1116,no motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('c3', 0)","('c3', 0)",0,0,0,0,12:39:15,0.9039207968,0,0,0,0,0,0,4,0,0,4,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0
1117,no motion,no motion,no motion,no motion,no motion,motion,no motion,motion,"('c3', 1)","('r18', 0)",0,0,0,0,12:39:30,0.885842380864,0,0,0,0,0,0,4,0,0,4,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0
1118,no motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r6', 0)","('r18', 0)",0,0,0,0,12:39:45,0.86812553324672,0,0,0,0,0,0,3,0,0,3,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,1,0,0
1119,no motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('c3', 5)","('c3', 5)",0,0,0,0,12:40:00,0.86812553324672,0,0,0,0,0,0,3,0,0,3,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,1,0,0
1120,no motion,motion,no motion,no motion,motion,motion,no motion,no motion,"('c3', 2)","('r18', 0)",0,0,0,0,12:40:15,0.8507630225817856,0,0,1,0,2,0,2,0,0,3,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,1,0
1121,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 0)","('c3', 0)",0,0,0,0,12:40:30,0.8507630225817856,0,0,1,0,2,0,2,0,1,3,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0
1122,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 1)","('r17', 0)",1,0,0,0,12:40:45,0.8507630225817856,0,0,1,0,1,0,2,1,0,3,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0
1123,no motion,motion,motion,no motion,motion,motion,no motion,no motion,"('c3', 1)","('c3', 1)",0,0,0,0,12:41:00,0.86812553324672,0,0,1,1,1,0,2,0,0,3,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0
1124,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c3', 1)","('c3', 1)",0,0,0,0,12:41:15,0.86812553324672,0,0,1,1,1,0,2,0,0,3,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0
1125,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 1)","('r11', 4)",0,1,0,0,12:41:30,0.86812553324672,0,1,1,0,1,0,2,0,0,3,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0
1126,no motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('c3', 1)","('r11', 4)",0,0,0,0,12:41:45,0.86812553324672,2,0,0,0,1,0,2,0,0,3,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0
1127,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r18', 0)","('c3', 0)",0,0,0,0,12:42:00,0.8507630225817856,2,0,0,0,1,0,2,0,0,3,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0
1128,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r18', 0)","('r10', 3)",0,0,0,0,12:42:15,0.8507630225817856,1,0,1,0,1,0,2,0,0,3,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0
1129,no motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('r18', 0)","('r10', 3)",0,0,0,0,12:42:30,0.86812553324672,0,0,1,0,1,0,3,0,0,3,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0
1130,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,"('c3', 0)","('c3', 0)",0,0,0,0,12:42:45,0.8507630225817856,0,0,0,0,1,0,5,0,0,3,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0
1131,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('r17', 0)","('c3', 1)",0,0,0,0,12:43:00,0.8507630225817856,0,0,0,0,1,0,5,0,0,3,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
1132,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 1)","('c3', 1)",0,0,0,0,12:43:15,0.8337477621301499,0,0,0,0,1,0,5,0,0,3,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
1133,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 1)","('r16', 0)",0,0,0,0,12:43:30,0.8170728068875469,0,0,0,0,1,0,5,0,0,3,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
1134,no motion,motion,no motion,motion,no motion,no motion,no motion,motion,"('r20', 0)","('c3', 0)",0,0,0,0,12:43:45,0.8170728068875469,0,0,0,0,1,0,5,0,0,3,4,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
1135,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r20', 0)","('c3', 0)",0,0,0,0,12:44:00,0.800731350749796,0,0,0,0,1,0,5,0,0,3,4,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
1136,no motion,motion,no motion,motion,motion,motion,no motion,motion,"('c3', 1)","('r20', 0)",0,0,0,0,12:44:15,0.8170728068875469,0,0,0,0,1,0,5,0,0,3,4,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
1137,no motion,motion,no motion,no motion,no motion,motion,no motion,motion,"('r19', 1)","('c3', 2)",0,0,0,0,12:44:30,0.8337477621301499,0,0,0,0,1,0,5,0,0,3,3,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0
1138,no motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('c3', 1)","('r19', 1)",0,0,0,0,12:44:45,0.8337477621301499,0,0,0,0,1,0,5,0,0,3,3,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
1139,no motion,motion,no motion,no motion,no motion,motion,no motion,motion,"('o1', 0)","('c3', 3)",0,0,0,0,12:45:00,0.8337477621301499,0,0,0,0,1,0,5,0,0,3,2,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0
1140,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('o1', 1)","('r19', 0)",0,0,0,0,12:45:15,0.8170728068875469,0,0,0,0,1,0,5,0,0,3,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0
1141,motion,motion,no motion,no motion,motion,motion,no motion,no motion,"('o1', 2)","('r19', 0)",0,0,0,0,12:45:30,0.800731350749796,0,0,0,0,1,0,5,0,1,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0
1142,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('o1', 2)","('c3', 1)",1,0,0,0,12:45:45,0.8170728068875469,0,0,0,0,1,0,5,1,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0
1143,motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('o1', 0)","('r21', 0)",0,0,0,0,12:46:00,0.800731350749796,0,0,0,1,1,0,4,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0
1144,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('o1', 2)","('c3', 0)",0,0,0,0,12:46:15,0.7847167237348001,0,1,0,0,1,0,4,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0
1145,motion,motion,no motion,no motion,motion,no motion,motion,motion,"('o1', 2)","('c3', 0)",0,1,0,0,12:46:30,0.800731350749796,1,0,0,0,1,0,4,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0
1146,motion,motion,no motion,no motion,motion,no motion,motion,no motion,"('c4', 4)","('r19', 0)",0,0,0,0,12:46:45,0.800731350749796,1,0,0,0,1,0,4,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0
1147,motion,motion,motion,no motion,motion,no motion,no motion,no motion,"('c4', 3)","('r19', 0)",0,0,0,0,12:47:00,0.800731350749796,0,0,1,0,1,0,4,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0
1148,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('r35', 0)","('r19', 0)",0,0,0,0,12:47:15,0.7847167237348001,0,0,0,0,1,0,5,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0
1149,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('r35', 0)","('r19', 0)",0,1,1,0,12:47:30,0.7847167237348001,0,0,0,0,1,0,5,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,2,0
1150,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('r35', 0)","('c3', 0)",0,0,0,0,12:47:45,0.769022389260104,0,0,0,0,1,0,5,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,2,0
1151,motion,motion,motion,no motion,no motion,motion,no motion,no motion,"('r35', 0)","('o1', 0)",0,0,0,0,12:48:00,0.7536419414749019,0,0,1,0,1,0,4,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0
1152,motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r35', 0)","('o1', 0)",0,0,0,0,12:48:15,0.769022389260104,0,0,1,0,1,0,4,0,0,3,2,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
1153,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('c4', 2)","('o1', 0)",0,0,1,0,12:48:30,0.769022389260104,1,0,1,0,1,0,3,0,0,3,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,2,0,0
1154,motion,motion,motion,no motion,no motion,no motion,motion,no motion,"('c4', 2)","('o1', 0)",0,0,0,0,12:48:45,0.769022389260104,0,1,1,0,1,0,3,0,0,3,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,2,0,0
1155,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('r35', 0)","('o1', 1)",0,0,0,0,12:49:00,0.769022389260104,0,0,1,1,1,0,3,0,0,3,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,0
1156,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r35', 0)","('c3', 0)",0,0,0,0,12:49:15,0.7847167237348001,0,0,1,0,1,0,3,1,0,3,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0
1157,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('c4', 3)","('o1', 0)",1,0,0,0,12:49:30,0.769022389260104,1,0,0,0,1,0,3,0,1,3,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0
1158,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('c4', 3)","('c3', 0)",0,0,0,0,12:49:45,0.7847167237348001,1,0,0,0,1,0,3,0,1,3,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0
1159,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r29', 0)","('r19', 1)",0,0,0,0,12:50:00,0.800731350749796,1,0,1,0,1,0,2,0,1,3,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0
1160,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r30', 0)","('c3', 0)",0,0,0,0,12:50:15,0.8170728068875469,1,0,1,0,2,0,2,0,0,3,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0
1161,motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('r30', 0)","('c3', 0)",0,0,0,0,12:50:30,0.8337477621301499,1,0,1,0,2,0,2,0,0,3,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0
1162,motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('r29', 0)","('r21', 0)",0,0,0,0,12:50:45,0.8170728068875469,1,0,1,0,1,0,2,0,0,3,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,3,0,0
1163,motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('c4', 3)","('c3', 1)",0,0,0,0,12:51:00,0.8170728068875469,1,0,1,0,1,0,3,0,0,3,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,3,0,0
1164,motion,motion,no motion,motion,no motion,motion,no motion,no motion,"('o1', 0)","('c3', 0)",0,0,0,0,12:51:15,0.800731350749796,1,0,1,0,1,0,3,0,0,3,2,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0
1165,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('c4', 3)","('r19', 1)",0,0,1,0,12:51:30,0.800731350749796,1,0,1,0,1,0,3,0,0,3,2,0,0,0,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0
1166,motion,motion,motion,no motion,no motion,no motion,motion,no motion,"('c2', 0)","('c3', 0)",0,0,0,0,12:51:45,0.7847167237348001,1,0,1,0,1,0,3,0,0,3,2,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0
1167,motion,motion,no motion,motion,no motion,no motion,motion,no motion,"('c4', 3)","('r20', 0)",0,0,0,0,12:52:00,0.769022389260104,1,0,1,0,1,0,3,0,0,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0
1168,no motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('c2', 0)","('c3', 1)",0,0,0,0,12:52:15,0.7536419414749019,1,0,1,0,1,0,3,0,0,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0
1169,motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('c2', 0)","('r20', 0)",0,0,0,0,12:52:30,0.7385691026454039,1,0,1,0,1,0,3,0,0,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0
1170,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('c2', 0)","('r20', 0)",0,0,0,0,12:52:45,0.7536419414749019,0,1,1,0,1,0,3,0,0,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,0
1171,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('c2', 0)","('r20', 0)",0,0,0,0,12:53:00,0.7385691026454039,0,0,1,1,1,0,4,0,0,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0
1172,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('c2', 1)","('c3', 0)",0,0,0,0,12:53:15,0.7237977205924958,0,0,1,0,1,0,4,1,0,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0
1173,motion,motion,no motion,no motion,motion,no motion,motion,motion,"('c2', 1)","('c3', 0)",2,0,0,0,12:53:30,0.7093217661806459,1,0,1,0,1,0,3,0,1,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0
1174,motion,motion,no motion,no motion,no motion,no motion,motion,motion,"('c2', 1)","('c3', 0)",0,0,0,0,12:53:45,0.7093217661806459,1,0,1,0,2,0,3,0,0,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0
1175,motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r34', 0)","('c3', 0)",0,1,0,0,12:54:00,0.7093217661806459,0,1,2,0,2,0,2,0,0,3,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0
1176,motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('r34', 0)","('r21', 0)",0,0,0,0,12:54:15,0.6951353308570329,1,0,1,1,1,0,2,0,0,3,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,3,0,0
1177,motion,motion,motion,no motion,motion,motion,motion,no motion,"('c2', 0)","('r21', 0)",0,0,0,0,12:54:30,0.7093217661806459,1,0,3,1,1,0,0,0,0,3,1,0,0,0,1,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0
1178,motion,motion,no motion,no motion,motion,motion,motion,no motion,"('r34', 0)","('r21', 0)",0,0,0,0,12:54:45,0.7093217661806459,2,0,2,1,1,0,0,0,0,3,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0
1179,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('c2', 0)","('c3', 0)",0,0,2,0,12:55:00,0.7237977205924958,1,1,2,1,1,0,0,0,0,3,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0
1180,motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('c2', 0)","('o1', 0)",0,0,0,0,12:55:15,0.7093217661806459,0,1,2,2,1,0,0,0,0,3,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0
1181,motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c2', 1)","('c3', 1)",0,0,1,0,12:55:30,0.7093217661806459,0,0,2,3,1,0,0,0,0,2,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0
1182,motion,motion,motion,no motion,no motion,motion,no motion,no motion,"('c2', 1)","('c3', 1)",1,0,0,0,12:55:45,0.6951353308570329,0,0,2,2,1,0,0,0,1,2,1,0,0,0,1,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0
1183,motion,motion,no motion,motion,no motion,no motion,no motion,no motion,"('c2', 0)","('r18', 3)",1,1,0,0,12:56:00,0.7093217661806459,0,0,1,1,2,0,1,0,1,2,1,0,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0
1184,motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r34', 0)","('c3', 0)",0,0,0,0,12:56:15,0.7237977205924958,0,0,0,1,3,0,2,0,0,2,1,0,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0
1185,motion,motion,motion,no motion,no motion,motion,no motion,no motion,"('c2', 1)","('c3', 1)",0,0,0,0,12:56:30,0.7093217661806459,0,0,0,1,2,0,2,0,0,2,1,0,0,0,1,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0
1186,motion,motion,motion,no motion,no motion,motion,no motion,no motion,"('c2', 1)","('c3', 1)",0,0,0,0,12:56:45,0.7237977205924958,0,0,0,1,1,0,2,0,0,3,1,0,0,0,1,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0
1187,motion,motion,motion,no motion,no motion,motion,no motion,no motion,"('c2', 1)","('c3', 1)",0,0,0,0,12:57:00,0.7237977205924958,0,0,0,1,1,0,2,0,0,3,1,0,0,0,1,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0
1188,motion,motion,motion,no motion,no motion,motion,motion,no motion,"('c2', 0)","('c3', 1)",0,1,0,0,12:57:15,0.7237977205924958,0,0,0,1,1,0,2,0,0,3,1,0,0,0,1,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0
1189,motion,motion,motion,no motion,no motion,motion,no motion,motion,"('c2', 0)","('r15', 1)",0,0,0,0,12:57:30,0.7237977205924958,0,0,0,1,1,0,2,0,0,3,1,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
1190,motion,no motion,motion,no motion,no motion,motion,no motion,no motion,"('c2', 0)","('c3', 1)",0,0,0,0,12:57:45,0.7093217661806459,0,0,0,1,0,0,2,0,0,3,1,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0
1191,motion,no motion,motion,no motion,no motion,motion,no motion,no motion,"('c4', 2)","('r10', 3)",0,0,0,0,12:58:00,0.7093217661806459,0,0,0,1,0,0,2,0,0,3,1,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0
1192,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('c4', 2)","('r10', 3)",0,0,0,0,12:58:15,0.7093217661806459,0,0,0,1,0,0,3,0,0,3,1,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0
1193,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r35', 0)","('r10', 3)",0,0,0,0,12:58:30,0.6951353308570329,0,0,1,1,0,0,2,0,0,3,1,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0
1194,motion,no motion,motion,no motion,motion,no motion,no motion,no motion,"('r35', 0)","('r10', 3)",0,0,0,0,12:58:45,0.6951353308570329,1,0,0,1,0,0,2,0,0,3,1,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0
1195,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r35', 0)","('c3', 0)",0,0,0,0,12:59:00,0.7093217661806459,0,1,0,1,0,0,2,0,0,3,1,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0
1196,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r35', 0)","('c3', 0)",0,0,0,0,12:59:15,0.7237977205924958,0,0,0,2,0,0,2,0,0,3,1,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0
1197,motion,no motion,motion,no motion,no motion,motion,no motion,motion,"('r35', 0)","('r6', 0)",0,0,0,0,12:59:30,0.7237977205924958,0,1,0,1,0,0,2,0,0,3,1,0,0,0,1,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0
1198,motion,no motion,motion,no motion,motion,no motion,no motion,no motion,"('r35', 0)","('c3', 0)",0,0,0,0,12:59:45,0.7385691026454039,0,1,1,0,0,0,1,1,0,3,1,0,0,0,1,1,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0
1199,no motion,no motion,motion,no motion,motion,no motion,no motion,no motion,"('r35', 0)","('r6', 0)",1,0,0,0,13:00:00,0.7237977205924958,0,1,1,0,0,0,1,0,1,3,1,0,0,0,1,1,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0
